"SA_Bundesland(AT)","SA_Datum","Sum(SA_Nächtigungen)","Month","Year","Sesson"
"Vorarlberg","1977-10-01",166019,10,1977,"Übergang"
"Vorarlberg","1977-11-01",56923,11,1977,"Übergang"
"Vorarlberg","1977-12-01",587159,12,1977,"Winter_Haupt"
"Vorarlberg","1978-01-01",870888,1,1978,"Winter_Haupt"
"Vorarlberg","1978-02-01",795409,2,1978,"Winter_Haupt"
"Vorarlberg","1978-03-01",1144149,3,1978,"Winter_Haupt"
"Vorarlberg","1978-04-01",235884,4,1978,"Übergang"
"Vorarlberg","1978-05-01",269617,5,1978,"Sommer_Neben"
"Vorarlberg","1978-06-01",494295,6,1978,"Sommer_Neben"
"Vorarlberg","1978-07-01",1346018,7,1978,"Sommer_Haupt"
"Vorarlberg","1978-08-01",1146125,8,1978,"Sommer_Haupt"
"Vorarlberg","1978-09-01",556050,9,1978,"Sommer_Neben"
"Vorarlberg","1978-10-01",180330,10,1978,"Übergang"
"Vorarlberg","1978-11-01",53418,11,1978,"Übergang"
"Vorarlberg","1978-12-01",543300,12,1978,"Winter_Haupt"
"Vorarlberg","1979-01-01",961393,1,1979,"Winter_Haupt"
"Vorarlberg","1979-02-01",829516,2,1979,"Winter_Haupt"
"Vorarlberg","1979-03-01",702165,3,1979,"Winter_Haupt"
"Vorarlberg","1979-04-01",597094,4,1979,"Übergang"
"Vorarlberg","1979-05-01",216984,5,1979,"Sommer_Neben"
"Vorarlberg","1979-06-01",521899,6,1979,"Sommer_Neben"
"Vorarlberg","1979-07-01",1267762,7,1979,"Sommer_Haupt"
"Vorarlberg","1979-08-01",1414648,8,1979,"Sommer_Haupt"
"Vorarlberg","1979-09-01",581079,9,1979,"Sommer_Neben"
"Vorarlberg","1979-10-01",206269,10,1979,"Übergang"
"Vorarlberg","1979-11-01",60410,11,1979,"Übergang"
"Vorarlberg","1979-12-01",617250,12,1979,"Winter_Haupt"
"Vorarlberg","1980-01-01",873531,1,1980,"Winter_Haupt"
"Vorarlberg","1980-02-01",895737,2,1980,"Winter_Haupt"
"Vorarlberg","1980-03-01",832675,3,1980,"Winter_Haupt"
"Vorarlberg","1980-04-01",625347,4,1980,"Übergang"
"Vorarlberg","1980-05-01",277719,5,1980,"Sommer_Neben"
"Vorarlberg","1980-06-01",539509,6,1980,"Sommer_Neben"
"Vorarlberg","1980-07-01",1185853,7,1980,"Sommer_Haupt"
"Vorarlberg","1980-08-01",1340732,8,1980,"Sommer_Haupt"
"Vorarlberg","1980-09-01",672426,9,1980,"Sommer_Neben"
"Vorarlberg","1980-10-01",235544,10,1980,"Übergang"
"Vorarlberg","1980-11-01",53259,11,1980,"Übergang"
"Vorarlberg","1980-12-01",677090,12,1980,"Winter_Haupt"
"Vorarlberg","1981-01-01",935333,1,1981,"Winter_Haupt"
"Vorarlberg","1981-02-01",843822,2,1981,"Winter_Haupt"
"Vorarlberg","1981-03-01",959137,3,1981,"Winter_Haupt"
"Vorarlberg","1981-04-01",653580,4,1981,"Übergang"
"Vorarlberg","1981-05-01",235284,5,1981,"Sommer_Neben"
"Vorarlberg","1981-06-01",551512,6,1981,"Sommer_Neben"
"Vorarlberg","1981-07-01",1215524,7,1981,"Sommer_Haupt"
"Vorarlberg","1981-08-01",1362180,8,1981,"Sommer_Haupt"
"Vorarlberg","1981-09-01",707255,9,1981,"Sommer_Neben"
"Vorarlberg","1981-10-01",210362,10,1981,"Übergang"
"Vorarlberg","1981-11-01",53475,11,1981,"Übergang"
"Vorarlberg","1981-12-01",674839,12,1981,"Winter_Haupt"
"Vorarlberg","1982-01-01",977203,1,1982,"Winter_Haupt"
"Vorarlberg","1982-02-01",1035704,2,1982,"Winter_Haupt"
"Vorarlberg","1982-03-01",941930,3,1982,"Winter_Haupt"
"Vorarlberg","1982-04-01",636374,4,1982,"Übergang"
"Vorarlberg","1982-05-01",255822,5,1982,"Sommer_Neben"
"Vorarlberg","1982-06-01",491428,6,1982,"Sommer_Neben"
"Vorarlberg","1982-07-01",1205033,7,1982,"Sommer_Haupt"
"Vorarlberg","1982-08-01",1258994,8,1982,"Sommer_Haupt"
"Vorarlberg","1982-09-01",685229,9,1982,"Sommer_Neben"
"Vorarlberg","1982-10-01",209723,10,1982,"Übergang"
"Vorarlberg","1982-11-01",54372,11,1982,"Übergang"
"Vorarlberg","1982-12-01",596482,12,1982,"Winter_Haupt"
"Vorarlberg","1983-01-01",905055,1,1983,"Winter_Haupt"
"Vorarlberg","1983-02-01",1076984,2,1983,"Winter_Haupt"
"Vorarlberg","1983-03-01",1127840,3,1983,"Winter_Haupt"
"Vorarlberg","1983-04-01",477574,4,1983,"Übergang"
"Vorarlberg","1983-05-01",251529,5,1983,"Sommer_Neben"
"Vorarlberg","1983-06-01",492723,6,1983,"Sommer_Neben"
"Vorarlberg","1983-07-01",1058812,7,1983,"Sommer_Haupt"
"Vorarlberg","1983-08-01",1189751,8,1983,"Sommer_Haupt"
"Vorarlberg","1983-09-01",672220,9,1983,"Sommer_Neben"
"Vorarlberg","1983-10-01",226969,10,1983,"Übergang"
"Vorarlberg","1983-11-01",52163,11,1983,"Übergang"
"Vorarlberg","1983-12-01",593353,12,1983,"Winter_Haupt"
"Vorarlberg","1984-01-01",924064,1,1984,"Winter_Haupt"
"Vorarlberg","1984-02-01",1062414,2,1984,"Winter_Haupt"
"Vorarlberg","1984-03-01",1082844,3,1984,"Winter_Haupt"
"Vorarlberg","1984-04-01",541925,4,1984,"Übergang"
"Vorarlberg","1984-05-01",211329,5,1984,"Sommer_Neben"
"Vorarlberg","1984-06-01",489750,6,1984,"Sommer_Neben"
"Vorarlberg","1984-07-01",966448,7,1984,"Sommer_Haupt"
"Vorarlberg","1984-08-01",1170385,8,1984,"Sommer_Haupt"
"Vorarlberg","1984-09-01",587153,9,1984,"Sommer_Neben"
"Vorarlberg","1984-10-01",200854,10,1984,"Übergang"
"Vorarlberg","1984-11-01",60806,11,1984,"Übergang"
"Vorarlberg","1984-12-01",586168,12,1984,"Winter_Haupt"
"Vorarlberg","1985-01-01",961555,1,1985,"Winter_Haupt"
"Vorarlberg","1985-02-01",1124927,2,1985,"Winter_Haupt"
"Vorarlberg","1985-03-01",1075637,3,1985,"Winter_Haupt"
"Vorarlberg","1985-04-01",502867,4,1985,"Übergang"
"Vorarlberg","1985-05-01",255587,5,1985,"Sommer_Neben"
"Vorarlberg","1985-06-01",489504,6,1985,"Sommer_Neben"
"Vorarlberg","1985-07-01",971156,7,1985,"Sommer_Haupt"
"Vorarlberg","1985-08-01",1076217,8,1985,"Sommer_Haupt"
"Vorarlberg","1985-09-01",590683,9,1985,"Sommer_Neben"
"Vorarlberg","1985-10-01",222383,10,1985,"Übergang"
"Vorarlberg","1985-11-01",62217,11,1985,"Übergang"
"Vorarlberg","1985-12-01",538372,12,1985,"Winter_Haupt"
"Vorarlberg","1986-01-01",873969,1,1986,"Winter_Haupt"
"Vorarlberg","1986-02-01",1205979,2,1986,"Winter_Haupt"
"Vorarlberg","1986-03-01",1333627,3,1986,"Winter_Haupt"
"Vorarlberg","1986-04-01",346060,4,1986,"Übergang"
"Vorarlberg","1986-05-01",274463,5,1986,"Sommer_Neben"
"Vorarlberg","1986-06-01",414894,6,1986,"Sommer_Neben"
"Vorarlberg","1986-07-01",980115,7,1986,"Sommer_Haupt"
"Vorarlberg","1986-08-01",1084652,8,1986,"Sommer_Haupt"
"Vorarlberg","1986-09-01",601024,9,1986,"Sommer_Neben"
"Vorarlberg","1986-10-01",247802,10,1986,"Übergang"
"Vorarlberg","1986-11-01",61650,11,1986,"Übergang"
"Vorarlberg","1986-12-01",537334,12,1986,"Winter_Haupt"
"Vorarlberg","1987-01-01",864022,1,1987,"Winter_Haupt"
"Vorarlberg","1987-02-01",1137100,2,1987,"Winter_Haupt"
"Vorarlberg","1987-03-01",1172466,3,1987,"Winter_Haupt"
"Vorarlberg","1987-04-01",608305,4,1987,"Übergang"
"Vorarlberg","1987-05-01",221374,5,1987,"Sommer_Neben"
"Vorarlberg","1987-06-01",464690,6,1987,"Sommer_Neben"
"Vorarlberg","1987-07-01",971840,7,1987,"Sommer_Haupt"
"Vorarlberg","1987-08-01",968194,8,1987,"Sommer_Haupt"
"Vorarlberg","1987-09-01",598535,9,1987,"Sommer_Neben"
"Vorarlberg","1987-10-01",256942,10,1987,"Übergang"
"Vorarlberg","1987-11-01",59913,11,1987,"Übergang"
"Vorarlberg","1987-12-01",525484,12,1987,"Winter_Haupt"
"Vorarlberg","1988-01-01",791039,1,1988,"Winter_Haupt"
"Vorarlberg","1988-02-01",1262311,2,1988,"Winter_Haupt"
"Vorarlberg","1988-03-01",1246327,3,1988,"Winter_Haupt"
"Vorarlberg","1988-04-01",521605,4,1988,"Übergang"
"Vorarlberg","1988-05-01",240319,5,1988,"Sommer_Neben"
"Vorarlberg","1988-06-01",421289,6,1988,"Sommer_Neben"
"Vorarlberg","1988-07-01",977118,7,1988,"Sommer_Haupt"
"Vorarlberg","1988-08-01",1008391,8,1988,"Sommer_Haupt"
"Vorarlberg","1988-09-01",631869,9,1988,"Sommer_Neben"
"Vorarlberg","1988-10-01",277467,10,1988,"Übergang"
"Vorarlberg","1988-11-01",62000,11,1988,"Übergang"
"Vorarlberg","1988-12-01",474019,12,1988,"Winter_Haupt"
"Vorarlberg","1989-01-01",934309,1,1989,"Winter_Haupt"
"Vorarlberg","1989-02-01",1309348,2,1989,"Winter_Haupt"
"Vorarlberg","1989-03-01",1465602,3,1989,"Winter_Haupt"
"Vorarlberg","1989-04-01",333916,4,1989,"Übergang"
"Vorarlberg","1989-05-01",308145,5,1989,"Sommer_Neben"
"Vorarlberg","1989-06-01",433754,6,1989,"Sommer_Neben"
"Vorarlberg","1989-07-01",1030508,7,1989,"Sommer_Haupt"
"Vorarlberg","1989-08-01",1053968,8,1989,"Sommer_Haupt"
"Vorarlberg","1989-09-01",677419,9,1989,"Sommer_Neben"
"Vorarlberg","1989-10-01",285199,10,1989,"Übergang"
"Vorarlberg","1989-11-01",77715,11,1989,"Übergang"
"Vorarlberg","1989-12-01",490150,12,1989,"Winter_Haupt"
"Vorarlberg","1990-01-01",795543,1,1990,"Winter_Haupt"
"Vorarlberg","1990-02-01",1106898,2,1990,"Winter_Haupt"
"Vorarlberg","1990-03-01",1058677,3,1990,"Winter_Haupt"
"Vorarlberg","1990-04-01",575284,4,1990,"Übergang"
"Vorarlberg","1990-05-01",269393,5,1990,"Sommer_Neben"
"Vorarlberg","1990-06-01",506418,6,1990,"Sommer_Neben"
"Vorarlberg","1990-07-01",970047,7,1990,"Sommer_Haupt"
"Vorarlberg","1990-08-01",1168528,8,1990,"Sommer_Haupt"
"Vorarlberg","1990-09-01",703142,9,1990,"Sommer_Neben"
"Vorarlberg","1990-10-01",359241,10,1990,"Übergang"
"Vorarlberg","1990-11-01",89852,11,1990,"Übergang"
"Vorarlberg","1990-12-01",585636,12,1990,"Winter_Haupt"
"Vorarlberg","1991-01-01",844688,1,1991,"Winter_Haupt"
"Vorarlberg","1991-02-01",1267092,2,1991,"Winter_Haupt"
"Vorarlberg","1991-03-01",1214180,3,1991,"Winter_Haupt"
"Vorarlberg","1991-04-01",373400,4,1991,"Übergang"
"Vorarlberg","1991-05-01",356180,5,1991,"Sommer_Neben"
"Vorarlberg","1991-06-01",496931,6,1991,"Sommer_Neben"
"Vorarlberg","1991-07-01",1056761,7,1991,"Sommer_Haupt"
"Vorarlberg","1991-08-01",1250628,8,1991,"Sommer_Haupt"
"Vorarlberg","1991-09-01",746687,9,1991,"Sommer_Neben"
"Vorarlberg","1991-10-01",398473,10,1991,"Übergang"
"Vorarlberg","1991-11-01",88476,11,1991,"Übergang"
"Vorarlberg","1991-12-01",589241,12,1991,"Winter_Haupt"
"Vorarlberg","1992-01-01",950163,1,1992,"Winter_Haupt"
"Vorarlberg","1992-02-01",1213605,2,1992,"Winter_Haupt"
"Vorarlberg","1992-03-01",1108412,3,1992,"Winter_Haupt"
"Vorarlberg","1992-04-01",561980,4,1992,"Übergang"
"Vorarlberg","1992-05-01",337446,5,1992,"Sommer_Neben"
"Vorarlberg","1992-06-01",552430,6,1992,"Sommer_Neben"
"Vorarlberg","1992-07-01",1069420,7,1992,"Sommer_Haupt"
"Vorarlberg","1992-08-01",1241200,8,1992,"Sommer_Haupt"
"Vorarlberg","1992-09-01",735172,9,1992,"Sommer_Neben"
"Vorarlberg","1992-10-01",340732,10,1992,"Übergang"
"Vorarlberg","1992-11-01",70958,11,1992,"Übergang"
"Vorarlberg","1992-12-01",607749,12,1992,"Winter_Haupt"
"Vorarlberg","1993-01-01",1060351,1,1993,"Winter_Haupt"
"Vorarlberg","1993-02-01",1261342,2,1993,"Winter_Haupt"
"Vorarlberg","1993-03-01",1112540,3,1993,"Winter_Haupt"
"Vorarlberg","1993-04-01",560341,4,1993,"Übergang"
"Vorarlberg","1993-05-01",321026,5,1993,"Sommer_Neben"
"Vorarlberg","1993-06-01",505656,6,1993,"Sommer_Neben"
"Vorarlberg","1993-07-01",991197,7,1993,"Sommer_Haupt"
"Vorarlberg","1993-08-01",1144840,8,1993,"Sommer_Haupt"
"Vorarlberg","1993-09-01",671271,9,1993,"Sommer_Neben"
"Vorarlberg","1993-10-01",284180,10,1993,"Übergang"
"Vorarlberg","1993-11-01",79675,11,1993,"Übergang"
"Vorarlberg","1993-12-01",578730,12,1993,"Winter_Haupt"
"Vorarlberg","1994-01-01",1124539,1,1994,"Winter_Haupt"
"Vorarlberg","1994-02-01",1261078,2,1994,"Winter_Haupt"
"Vorarlberg","1994-03-01",1215522,3,1994,"Winter_Haupt"
"Vorarlberg","1994-04-01",411032,4,1994,"Übergang"
"Vorarlberg","1994-05-01",325944,5,1994,"Sommer_Neben"
"Vorarlberg","1994-06-01",468471,6,1994,"Sommer_Neben"
"Vorarlberg","1994-07-01",957121,7,1994,"Sommer_Haupt"
"Vorarlberg","1994-08-01",1019084,8,1994,"Sommer_Haupt"
"Vorarlberg","1994-09-01",619406,9,1994,"Sommer_Neben"
"Vorarlberg","1994-10-01",302902,10,1994,"Übergang"
"Vorarlberg","1994-11-01",79871,11,1994,"Übergang"
"Vorarlberg","1994-12-01",526354,12,1994,"Winter_Haupt"
"Vorarlberg","1995-01-01",1063693,1,1995,"Winter_Haupt"
"Vorarlberg","1995-02-01",1216527,2,1995,"Winter_Haupt"
"Vorarlberg","1995-03-01",1020796,3,1995,"Winter_Haupt"
"Vorarlberg","1995-04-01",562100,4,1995,"Übergang"
"Vorarlberg","1995-05-01",261389,5,1995,"Sommer_Neben"
"Vorarlberg","1995-06-01",470691,6,1995,"Sommer_Neben"
"Vorarlberg","1995-07-01",842005,7,1995,"Sommer_Haupt"
"Vorarlberg","1995-08-01",983763,8,1995,"Sommer_Haupt"
"Vorarlberg","1995-09-01",598124,9,1995,"Sommer_Neben"
"Vorarlberg","1995-10-01",308318,10,1995,"Übergang"
"Vorarlberg","1995-11-01",77122,11,1995,"Übergang"
"Vorarlberg","1995-12-01",569320,12,1995,"Winter_Haupt"
"Vorarlberg","1996-01-01",991652,1,1996,"Winter_Haupt"
"Vorarlberg","1996-02-01",1242684,2,1996,"Winter_Haupt"
"Vorarlberg","1996-03-01",1131872,3,1996,"Winter_Haupt"
"Vorarlberg","1996-04-01",481416,4,1996,"Übergang"
"Vorarlberg","1996-05-01",260522,5,1996,"Sommer_Neben"
"Vorarlberg","1996-06-01",449347,6,1996,"Sommer_Neben"
"Vorarlberg","1996-07-01",815536,7,1996,"Sommer_Haupt"
"Vorarlberg","1996-08-01",912220,8,1996,"Sommer_Haupt"
"Vorarlberg","1996-09-01",555757,9,1996,"Sommer_Neben"
"Vorarlberg","1996-10-01",323286,10,1996,"Übergang"
"Vorarlberg","1996-11-01",76394,11,1996,"Übergang"
"Vorarlberg","1996-12-01",618791,12,1996,"Winter_Haupt"
"Vorarlberg","1997-01-01",1006029,1,1997,"Winter_Haupt"
"Vorarlberg","1997-02-01",1173473,2,1997,"Winter_Haupt"
"Vorarlberg","1997-03-01",1120816,3,1997,"Winter_Haupt"
"Vorarlberg","1997-04-01",335272,4,1997,"Übergang"
"Vorarlberg","1997-05-01",297298,5,1997,"Sommer_Neben"
"Vorarlberg","1997-06-01",401653,6,1997,"Sommer_Neben"
"Vorarlberg","1997-07-01",740177,7,1997,"Sommer_Haupt"
"Vorarlberg","1997-08-01",936390,8,1997,"Sommer_Haupt"
"Vorarlberg","1997-09-01",572294,9,1997,"Sommer_Neben"
"Vorarlberg","1997-10-01",305060,10,1997,"Übergang"
"Vorarlberg","1997-11-01",70108,11,1997,"Übergang"
"Vorarlberg","1997-12-01",638219,12,1997,"Winter_Haupt"
"Vorarlberg","1998-01-01",931468,1,1998,"Winter_Haupt"
"Vorarlberg","1998-02-01",1201104,2,1998,"Winter_Haupt"
"Vorarlberg","1998-03-01",944498,3,1998,"Winter_Haupt"
"Vorarlberg","1998-04-01",577424,4,1998,"Übergang"
"Vorarlberg","1998-05-01",272555,5,1998,"Sommer_Neben"
"Vorarlberg","1998-06-01",442892,6,1998,"Sommer_Neben"
"Vorarlberg","1998-07-01",696742,7,1998,"Sommer_Haupt"
"Vorarlberg","1998-08-01",978486,8,1998,"Sommer_Haupt"
"Vorarlberg","1998-09-01",587205,9,1998,"Sommer_Neben"
"Vorarlberg","1998-10-01",292225,10,1998,"Übergang"
"Vorarlberg","1998-11-01",79130,11,1998,"Übergang"
"Vorarlberg","1998-12-01",658582,12,1998,"Winter_Haupt"
"Vorarlberg","1999-01-01",1083829,1,1999,"Winter_Haupt"
"Vorarlberg","1999-02-01",1162575,2,1999,"Winter_Haupt"
"Vorarlberg","1999-03-01",971348,3,1999,"Winter_Haupt"
"Vorarlberg","1999-04-01",517298,4,1999,"Übergang"
"Vorarlberg","1999-05-01",270745,5,1999,"Sommer_Neben"
"Vorarlberg","1999-06-01",435235,6,1999,"Sommer_Neben"
"Vorarlberg","1999-07-01",727773,7,1999,"Sommer_Haupt"
"Vorarlberg","1999-08-01",956528,8,1999,"Sommer_Haupt"
"Vorarlberg","1999-09-01",586791,9,1999,"Sommer_Neben"
"Vorarlberg","1999-10-01",296477,10,1999,"Übergang"
"Vorarlberg","1999-11-01",86522,11,1999,"Übergang"
"Vorarlberg","1999-12-01",598261,12,1999,"Winter_Haupt"
"Vorarlberg","2000-01-01",1106932,1,2000,"Winter_Haupt"
"Vorarlberg","2000-02-01",1144779,2,2000,"Winter_Haupt"
"Vorarlberg","2000-03-01",1137291,3,2000,"Winter_Haupt"
"Vorarlberg","2000-04-01",481268,4,2000,"Übergang"
"Vorarlberg","2000-05-01",218403,5,2000,"Sommer_Neben"
"Vorarlberg","2000-06-01",480657,6,2000,"Sommer_Neben"
"Vorarlberg","2000-07-01",737983,7,2000,"Sommer_Haupt"
"Vorarlberg","2000-08-01",892611,8,2000,"Sommer_Haupt"
"Vorarlberg","2000-09-01",587741,9,2000,"Sommer_Neben"
"Vorarlberg","2000-10-01",304609,10,2000,"Übergang"
"Vorarlberg","2000-11-01",83443,11,2000,"Übergang"
"Vorarlberg","2000-12-01",585788,12,2000,"Winter_Haupt"
"Vorarlberg","2001-01-01",1093756,1,2001,"Winter_Haupt"
"Vorarlberg","2001-02-01",1187009,2,2001,"Winter_Haupt"
"Vorarlberg","2001-03-01",1032502,3,2001,"Winter_Haupt"
"Vorarlberg","2001-04-01",538147,4,2001,"Übergang"
"Vorarlberg","2001-05-01",243112,5,2001,"Sommer_Neben"
"Vorarlberg","2001-06-01",455220,6,2001,"Sommer_Neben"
"Vorarlberg","2001-07-01",754666,7,2001,"Sommer_Haupt"
"Vorarlberg","2001-08-01",920421,8,2001,"Sommer_Haupt"
"Vorarlberg","2001-09-01",549316,9,2001,"Sommer_Neben"
"Vorarlberg","2001-10-01",329945,10,2001,"Übergang"
"Vorarlberg","2001-11-01",92042,11,2001,"Übergang"
"Vorarlberg","2001-12-01",641929,12,2001,"Winter_Haupt"
"Vorarlberg","2002-01-01",1068686,1,2002,"Winter_Haupt"
"Vorarlberg","2002-02-01",1289820,2,2002,"Winter_Haupt"
"Vorarlberg","2002-03-01",1139810,3,2002,"Winter_Haupt"
"Vorarlberg","2002-04-01",353367,4,2002,"Übergang"
"Vorarlberg","2002-05-01",310613,5,2002,"Sommer_Neben"
"Vorarlberg","2002-06-01",408515,6,2002,"Sommer_Neben"
"Vorarlberg","2002-07-01",760065,7,2002,"Sommer_Haupt"
"Vorarlberg","2002-08-01",949441,8,2002,"Sommer_Haupt"
"Vorarlberg","2002-09-01",535493,9,2002,"Sommer_Neben"
"Vorarlberg","2002-10-01",324567,10,2002,"Übergang"
"Vorarlberg","2002-11-01",88785,11,2002,"Übergang"
"Vorarlberg","2002-12-01",673551,12,2002,"Winter_Haupt"
"Vorarlberg","2003-01-01",1058064,1,2003,"Winter_Haupt"
"Vorarlberg","2003-02-01",1186435,2,2003,"Winter_Haupt"
"Vorarlberg","2003-03-01",1136652,3,2003,"Winter_Haupt"
"Vorarlberg","2003-04-01",520018,4,2003,"Übergang"
"Vorarlberg","2003-05-01",259289,5,2003,"Sommer_Neben"
"Vorarlberg","2003-06-01",485074,6,2003,"Sommer_Neben"
"Vorarlberg","2003-07-01",735071,7,2003,"Sommer_Haupt"
"Vorarlberg","2003-08-01",997898,8,2003,"Sommer_Haupt"
"Vorarlberg","2003-09-01",560125,9,2003,"Sommer_Neben"
"Vorarlberg","2003-10-01",299228,10,2003,"Übergang"
"Vorarlberg","2003-11-01",97805,11,2003,"Übergang"
"Vorarlberg","2003-12-01",606485,12,2003,"Winter_Haupt"
"Vorarlberg","2004-01-01",1070956,1,2004,"Winter_Haupt"
"Vorarlberg","2004-02-01",1329216,2,2004,"Winter_Haupt"
"Vorarlberg","2004-03-01",1018369,3,2004,"Winter_Haupt"
"Vorarlberg","2004-04-01",535088,4,2004,"Übergang"
"Vorarlberg","2004-05-01",281534,5,2004,"Sommer_Neben"
"Vorarlberg","2004-06-01",452015,6,2004,"Sommer_Neben"
"Vorarlberg","2004-07-01",715508,7,2004,"Sommer_Haupt"
"Vorarlberg","2004-08-01",1008555,8,2004,"Sommer_Haupt"
"Vorarlberg","2004-09-01",580816,9,2004,"Sommer_Neben"
"Vorarlberg","2004-10-01",282735,10,2004,"Übergang"
"Vorarlberg","2004-11-01",93586,11,2004,"Übergang"
"Vorarlberg","2004-12-01",551792,12,2004,"Winter_Haupt"
"Vorarlberg","2005-01-01",1120354,1,2005,"Winter_Haupt"
"Vorarlberg","2005-02-01",1330586,2,2005,"Winter_Haupt"
"Vorarlberg","2005-03-01",1303718,3,2005,"Winter_Haupt"
"Vorarlberg","2005-04-01",294185,4,2005,"Übergang"
"Vorarlberg","2005-05-01",300265,5,2005,"Sommer_Neben"
"Vorarlberg","2005-06-01",394997,6,2005,"Sommer_Neben"
"Vorarlberg","2005-07-01",724269,7,2005,"Sommer_Haupt"
"Vorarlberg","2005-08-01",935109,8,2005,"Sommer_Haupt"
"Vorarlberg","2005-09-01",539200,9,2005,"Sommer_Neben"
"Vorarlberg","2005-10-01",308506,10,2005,"Übergang"
"Vorarlberg","2005-11-01",97653,11,2005,"Übergang"
"Vorarlberg","2005-12-01",564753,12,2005,"Winter_Haupt"
"Vorarlberg","2006-01-01",1096332,1,2006,"Winter_Haupt"
"Vorarlberg","2006-02-01",1281797,2,2006,"Winter_Haupt"
"Vorarlberg","2006-03-01",1064087,3,2006,"Winter_Haupt"
"Vorarlberg","2006-04-01",523242,4,2006,"Übergang"
"Vorarlberg","2006-05-01",236860,5,2006,"Sommer_Neben"
"Vorarlberg","2006-06-01",436864,6,2006,"Sommer_Neben"
"Vorarlberg","2006-07-01",720379,7,2006,"Sommer_Haupt"
"Vorarlberg","2006-08-01",832877,8,2006,"Sommer_Haupt"
"Vorarlberg","2006-09-01",573976,9,2006,"Sommer_Neben"
"Vorarlberg","2006-10-01",322504,10,2006,"Übergang"
"Vorarlberg","2006-11-01",92919,11,2006,"Übergang"
"Vorarlberg","2006-12-01",565252,12,2006,"Winter_Haupt"
"Vorarlberg","2007-01-01",1029846,1,2007,"Winter_Haupt"
"Vorarlberg","2007-02-01",1254877,2,2007,"Winter_Haupt"
"Vorarlberg","2007-03-01",975817,3,2007,"Winter_Haupt"
"Vorarlberg","2007-04-01",517966,4,2007,"Übergang"
"Vorarlberg","2007-05-01",267168,5,2007,"Sommer_Neben"
"Vorarlberg","2007-06-01",457419,6,2007,"Sommer_Neben"
"Vorarlberg","2007-07-01",914596,7,2007,"Sommer_Haupt"
"Vorarlberg","2007-08-01",871458,8,2007,"Sommer_Haupt"
"Vorarlberg","2007-09-01",545470,9,2007,"Sommer_Neben"
"Vorarlberg","2007-10-01",336648,10,2007,"Übergang"
"Vorarlberg","2007-11-01",107265,11,2007,"Übergang"
"Vorarlberg","2007-12-01",668524,12,2007,"Winter_Haupt"
"Vorarlberg","2008-01-01",1106855,1,2008,"Winter_Haupt"
"Vorarlberg","2008-02-01",1414222,2,2008,"Winter_Haupt"
"Vorarlberg","2008-03-01",1297444,3,2008,"Winter_Haupt"
"Vorarlberg","2008-04-01",271545,4,2008,"Übergang"
"Vorarlberg","2008-05-01",329704,5,2008,"Sommer_Neben"
"Vorarlberg","2008-06-01",415235,6,2008,"Sommer_Neben"
"Vorarlberg","2008-07-01",799115,7,2008,"Sommer_Haupt"
"Vorarlberg","2008-08-01",896731,8,2008,"Sommer_Haupt"
"Vorarlberg","2008-09-01",551797,9,2008,"Sommer_Neben"
"Vorarlberg","2008-10-01",356395,10,2008,"Übergang"
"Vorarlberg","2008-11-01",106622,11,2008,"Übergang"
"Vorarlberg","2008-12-01",751435,12,2008,"Winter_Haupt"
"Vorarlberg","2009-01-01",1178388,1,2009,"Winter_Haupt"
"Vorarlberg","2009-02-01",1293278,2,2009,"Winter_Haupt"
"Vorarlberg","2009-03-01",912793,3,2009,"Winter_Haupt"
"Vorarlberg","2009-04-01",582576,4,2009,"Übergang"
"Vorarlberg","2009-05-01",284526,5,2009,"Sommer_Neben"
"Vorarlberg","2009-06-01",437498,6,2009,"Sommer_Neben"
"Vorarlberg","2009-07-01",769458,7,2009,"Sommer_Haupt"
"Vorarlberg","2009-08-01",976647,8,2009,"Sommer_Haupt"
"Vorarlberg","2009-09-01",572155,9,2009,"Sommer_Neben"
"Vorarlberg","2009-10-01",334800,10,2009,"Übergang"
"Vorarlberg","2009-11-01",96368,11,2009,"Übergang"
"Vorarlberg","2009-12-01",718398,12,2009,"Winter_Haupt"
"Vorarlberg","2010-01-01",1119306,1,2010,"Winter_Haupt"
"Vorarlberg","2010-02-01",1320396,2,2010,"Winter_Haupt"
"Vorarlberg","2010-03-01",1033914,3,2010,"Winter_Haupt"
"Vorarlberg","2010-04-01",479730,4,2010,"Übergang"
"Vorarlberg","2010-05-01",296411,5,2010,"Sommer_Neben"
"Vorarlberg","2010-06-01",430928,6,2010,"Sommer_Neben"
"Vorarlberg","2010-07-01",794191,7,2010,"Sommer_Haupt"
"Vorarlberg","2010-08-01",979099,8,2010,"Sommer_Haupt"
"Vorarlberg","2010-09-01",565572,9,2010,"Sommer_Neben"
"Vorarlberg","2010-10-01",334674,10,2010,"Übergang"
"Vorarlberg","2010-11-01",112324,11,2010,"Übergang"
"Vorarlberg","2010-12-01",698822,12,2010,"Winter_Haupt"
"Vorarlberg","2011-01-01",1134104,1,2011,"Winter_Haupt"
"Vorarlberg","2011-02-01",1153721,2,2011,"Winter_Haupt"
"Vorarlberg","2011-03-01",1079247,3,2011,"Winter_Haupt"
"Vorarlberg","2011-04-01",362847,4,2011,"Übergang"
"Vorarlberg","2011-05-01",224311,5,2011,"Sommer_Neben"
"Vorarlberg","2011-06-01",525478,6,2011,"Sommer_Neben"
